8,UT Cyan,,10,1235,"9
167 min",,"4
49 min",,"2
6 min","2
-","1
52 min","1
9 min","3
147 min","1
179 min","2
22 min","1
223 min","1
81 min",
9,UT Brown,,9,360,"1
21 min",,"1
43 min","4
-","1
8 min",,"1
10 min","1
14 min","1
74 min","1
109 min","1
32 min","2
-","2
29 min",
10,UT Umber,,9,1066,"4
227 min",,"1
115 min",,"1
9 min",,"1
93 min","1
15 min","2
187 min","1
224 min","1
73 min",,"1
43 min",
11,UR Madd,,8,979,"3
64 min","2
-","5
135 min",,"1
14 min","1
-","1
54 min","1
17 min","7
291 min",,"2
88 min","6
-","1
56 min",
12,UT Sepia,,8,1090,"4
128 min",,"4
227 min",,"1
7 min",,"1
84 min","1
14 min","1
296 min",,"2
102 min","4
-","1
92 min",
13,UT Khaki,,7,964,"3
122 min",,"2
-",,"1
31 min",,"2
68 min","2
47 min","1
217 min",,"3
149 min",,"5
130 min",
14,superdense coders,,7,1346,"7
231 min",,"3
179 min",,"2
41 min",,"1
217 min","1
33 min",,,"1
263 min",,"4
142 min",
15,UT Vermilion,,6,482,"2
195 min",,"2
-",,"1
14 min",,"1
89 min","1
22 min","5
-",,"2
73 min",,"1
49 min",
16,UT ijk,,6,1080,,,,,"1
63 min",,"1
98 min","1
103 min","3
275 min",,"1
263 min",,"1
238 min",
17,UT Cerulean,,5,697,"3
-",,,,"1
14 min","1
-","3
69 min","1
24 min",,,"9
264 min",,"2
106 min",
1,Comets1,,10,1144,"5
96 min",,"1
130 min","5
-","1
37 min","4
279 min","1
26 min","1
9 min","3
104 min","3
190 min","2
7 min","1
-","1
26 min",
2,Comets 2,,9,666,"4
33 min",,"1
86 min",,"1
76 min","3
-","1
67 min","1
6 min","2
44 min","3
147 min","1
24 min","3
-","1
63 min",
1,Mathew Agar,,12,1297,"7
83 min","4
253 min","1
31 min",,"1
6 min","3
223 min","1
52 min","1
9 min","1
98 min","1
116 min","1
20 min","1
142 min","1
44 min",
2,Koichi Namekata,,11,912,"1
99 min",,"1
65 min","11
-","1
4 min","1
207 min","1
41 min","1
7 min","1
119 min","1
136 min","1
31 min","2
160 min","1
23 min",
3,Aditya Bandekar,,9,1192,"5
46 min",,"2
145 min",,"1
49 min","6
-","1
92 min","1
54 min","3
185 min",,"3
108 min","3
216 min","1
77 min",
4,Victor Tao,,8,797,"2
23 min",,,,"1
47 min",,"1
62 min","1
64 min","2
130 min","2
-","1
81 min","5
177 min","1
93 min",
5,Manqiu Wu,,8,882,"4
136 min",,"1
86 min",,"1
13 min",,"1
28 min","1
4 min","3
282 min",,"1
68 min","1
-","1
165 min",
6,Freeman Cheng,,8,1121,"2
160 min",,"2
212 min",,"1
3 min",,"2
56 min","1
21 min",,"1
277 min","1
68 min",,"3
224 min",
7,Austin Xu,,7,1331,"7
146 min",,,,"2
64 min",,"1
134 min","1
79 min","4
298 min",,"1
203 min",,"2
187 min",
8,Zhenyuan Xiang,,6,599,"2
73 min",,,,"1
39 min",,"1
58 min","1
42 min",,"1
241 min",,,"1
126 min",
9,Ray Mercurius,,6,651,"1
270 min",,,,"1
37 min",,"1
28 min","1
47 min",,,"1
151 min",,"1
118 min",
10,Wei Hao Ma,,6,1058,"7
130 min",,,,"1
58 min",,"1
88 min","1
63 min",,,"6
263 min",,"2
216 min",
11,Sam Prokopchuk,,6,1091,"10
94 min",,,,"1
9 min",,"4
78 min","1
14 min",,,"9
278 min",,"2
198 min",
12,Brian Huang,,5,680,"2
228 min",,,,"1
70 min",,"1
100 min","1
110 min",,,"1
152 min",,"1
-",
13,Guanghan Wang,,5,728,"5
206 min",,"2
-",,"1
83 min",,"1
115 min","1
75 min",,,"1
-",,"1
169 min",
14,Cindy Hu,,4,529,"4
-",,"4
-",,"1
13 min",,"3
186 min","1
37 min",,,,,"1
253 min",
1,Longest SubRoutine,,14,1381,"3
43 min","1
173 min","3
37 min","3
200 min","1
8 min","1
99 min","1
51 min","1
2 min","1
79 min","1
63 min","1
39 min","3
124 min","2
29 min","1
254 min"
2,DirectionLimitExceeded,,9,1004,"3
136 min",,"2
109 min","18
-","1
7 min",,"1
45 min","1
19 min","1
177 min","1
241 min","5
74 min",,"2
36 min",
3,Team 3'); DROP TABLE Teams;--,,7,646,"6
254 min",,"1
70 min",,"1
10 min",,"1
39 min","1
13 min","3
-",,"1
118 min",,"1
42 min",
4,Ouroboros,,7,1030,"7
138 min",,"4
176 min",,"1
18 min",,"1
130 min","2
41 min",,,"2
228 min",,"1
79 min",
5,THREE_PUPILS,,6,611,"8
-",,"5
169 min",,"1
7 min",,"1
94 min","1
21 min","1
-","6
-","2
159 min",,"1
61 min",
1,Yale-Bulldogs1,,10,1222,"4
73 min",,"1
68 min",,"1
13 min",,"1
61 min","1
17 min","6
209 min","1
164 min","2
93 min","2
259 min","2
45 min",
2,Yale-Bulldogs3,,9,983,"1
79 min",,"1
105 min",,"1
3 min",,"1
19 min","1
22 min","1
140 min","1
268 min","4
241 min",,"1
46 min",
3,Yale-Bulldogs2,,5,729,"8
-",,"1
124 min",,"1
72 min",,"1
223 min","1
98 min",,,"2
192 min",,,
