8,Bradley's Team,,8,1262,"3
54 min",,"5
266 min",,"1
30 min",,"1
107 min","1
37 min","2
192 min",,"6
238 min",,"2
78 min",
9,Team,,8,1270,"3
88 min",,"2
216 min",,"1
6 min",,"1
112 min","2
12 min","1
288 min",,"4
263 min",,"1
145 min",
10,Neil Thistlethwaite,,7,374,,,"1
86 min",,"1
5 min",,"1
37 min","1
8 min","1
68 min",,"2
132 min",,"1
18 min",
11,LR,,7,480,"9
-",,"1
131 min",,"1
36 min",,"1
90 min","1
29 min",,"3
27 min","1
48 min",,"1
79 min",
12,Vedaant,,7,656,"7
-",,"1
197 min",,"1
5 min",,"1
77 min","1
8 min","1
136 min",,"3
60 min",,"3
93 min",
13,eashang1,,6,615,"3
-",,"4
-",,"1
8 min",,"1
188 min","1
12 min","1
235 min",,"3
87 min",,"1
45 min",
14,BenQFanClubPresident,,6,646,"4
230 min",,,,"1
13 min",,"2
80 min","1
17 min","1
155 min",,"2
-","2
-","2
51 min",
15,Azaml,,5,576,"8
288 min",,"1
-",,"1
7 min",,"1
86 min","1
13 min","1
-",,"9
-",,"1
42 min",
16,Vishnesh,,5,690,,,"2
250 min",,"1
14 min",,"1
158 min","1
23 min",,"1
-","5
-",,"2
205 min",
17,SubhashTeam,,4,264,,,"1
-",,"1
11 min",,"1
106 min","1
15 min",,,"6
-",,"3
92 min",
18,byteword,,3,102,,,,,"1
16 min",,"1
61 min","1
25 min",,,,,,
19,Flyed,,3,140,,,,,"1
8 min",,"1
120 min","1
12 min",,,,,"7
-",
20,ak,,3,177,,,,,"1
23 min",,"1
110 min","1
44 min","1
-",,,,,
21,hirenkumawat,,2,174,,,,,"3
60 min",,,"1
74 min","2
-",,,,,
22,Murtaza,,2,343,,,,,"2
158 min",,,"1
165 min",,,,,,
1,IIT,,8,1026,"5
29 min",,"2
138 min",,"1
35 min",,"1
54 min","1
63 min","1
278 min","1
-","2
149 min","4
-","3
120 min",
1,ISU-CY1,,8,1529,"9
268 min",,"1
138 min",,"1
12 min",,"1
47 min","4
53 min","8
270 min",,"3
87 min",,"4
194 min",
2,ISU-CY2,,3,674,,,,,"1
195 min",,"1
231 min","1
248 min","3
-",,,,,
1,(Spell)casters,,6,855,"20
-",,,,"1
56 min",,"1
53 min","1
10 min","6
199 min","4
280 min","2
-",,"2
77 min",
1,MIT: Mex Foundation,,14,1451,"3
88 min","5
236 min","1
27 min","1
127 min","1
10 min","2
69 min","1
38 min","1
7 min","1
52 min","2
91 min","1
41 min","3
110 min","1
24 min","5
251 min"
2,Oranges,,12,1043,"1
35 min","1
255 min","2
11 min","3
-","1
40 min","1
152 min","1
67 min","1
38 min","1
84 min","1
47 min","1
53 min","1
126 min","2
95 min","3
-"
1,Bees,,9,1052,"2
40 min",,"1
39 min",,"1
45 min","1
-","1
73 min","1
45 min","5
243 min","1
275 min","2
84 min","1
-","2
68 min",
2,Paradox,,6,1167,"12
232 min",,,,"1
14 min",,"1
42 min","1
19 min",,,"1
262 min",,"5
298 min",
3,O(n!),,5,726,"3
-","2
-","5
-","2
-","1
55 min","2
-","4
188 min","2
49 min",,"4
161 min",,,"1
133 min",
4,GSDP,,4,286,"1
-",,,,"1
15 min",,"1
81 min","2
16 min",,,,,"5
74 min",
5,Riesige Gehirne,,3,374,"6
-",,"1
-",,"3
33 min",,"3
213 min","1
48 min",,,,,,
6,Procrastination,,3,422,"4
-",,,,"1
58 min",,"1
193 min","4
111 min",,,,,,
7,KaiBai,,3,463,"3
124 min",,"3
-",,"2
91 min",,,"6
88 min","2
-",,"16
-",,,
8,The Hashing Pumpkins,,3,480,,,"1
-",,"3
119 min",,"4
105 min","2
136 min",,"1
-",,,,
9,Not IT Support,,2,210,,,"17
-",,"2
49 min",,,"4
81 min",,,,,,
10,1/0,,2,604,"6
-",,,,"3
278 min",,"1
-","1
286 min",,,,,,
11,Cookie Byte,,1,77,,,"3
-",,"2
57 min",,,,,,,,"1
-",
12,public static int joo(),,1,260,,,,,"1
260 min",,,,,,,,"1
-",
1,Mr. Worldwides,,9,736,"1
94 min",,"2
54 min",,"1
15 min","2
-","1
42 min","1
14 min","2
143 min","1
124 min","2
112 min","10
-","1
78 min",
1,MTU Black,,5,778,"7
-",,"6
-",,"1
65 min",,"2
217 min","1
39 min","2
249 min",,"3
-",,"1
168 min",
1,Crystal Sharpe,,9,833,"1
220 min",,"1
113 min",,"1
6 min",,"1
43 min","1
10 min","1
89 min","1
263 min","1
24 min","1
-","1
65 min",
2,Logan Pipes,,5,479,,,,,"2
26 min",,"1
97 min","1
14 min","2
232 min",,,,"1
70 min",
3,Sawyer Stanley,,5,643,"1
-",,,,"1
14 min",,"1
75 min","1
20 min","5
299 min",,,,"1
155 min",
4,Matthew MacLean,,4,281,"1
-",,,,"1
11 min",,"1
147 min","2
22 min","5
-",,"2
-",,"1
81 min",
5,Alexander Giroux,,4,339,"1
-",,,,"1
28 min",,"1
141 min","1
54 min","4
-",,"1
-",,"2
96 min",
6,Hayden Walker,,4,355,,,"1
-",,"1
12 min",,"2
135 min","1
17 min","4
-",,"2
-",,"1
171 min",
7,Duc Tri Dang,,3,224,,,,,"1
14 min","1
-","1
181 min","1
29 min","7
-",,,,,
8,Brianna Dunfield,,2,35,,,,,"1
9 min",,,"1
26 min",,,,,,
9,Aakanksha Khandwaha,,2,55,,,"3
-",,"1
20 min",,"1
-","1
35 min",,,,,,
1,tumbados,,6,674,"1
-",,"2
164 min",,"1
23 min",,"1
47 min","1
21 min","5
-",,"2
108 min",,"1
271 min",
1,Team 1,,7,1243,"6
178 min",,"6
116 min",,"3
16 min",,"1
49 min","1
17 min","16
-",,"15
267 min",,"1
80 min",
2,Team 4,,4,191,,,,,"1
14 min",,"1
39 min","1
18 min",,,,,"1
120 min",
3,Team 3,,3,532,,,,,"7
102 min",,,"1
119 min",,,,,"1
191 min",
1,poggers team,,8,1293,"4
58 min",,"1
82 min",,"1
87 min",,"2
137 min","1
99 min","1
175 min",,"2
275 min",,"2
260 min",
2,NEU Amtrak,,4,1082,"6
-",,"1
30 min",,"1
13 min",,,"1
19 min",,,,,"40
240 min",
1,team_team,,8,1424,"11
246 min",,"2
60 min",,"1
10 min",,"1
199 min","1
142 min","5
-","1
280 min","3
86 min","1
-","3
101 min",
1,Banana Bread,,8,1115,"8
243 min",,,,"1
2 min","5
-","1
123 min","1
29 min","1
100 min","2
143 min","3
238 min",,"2
17 min",
2,Beyeyaba,,5,613,"6
-",,"4
-",,"1
6 min",,"1
98 min","3
36 min","7
265 min",,"2
-",,"1
48 min",
3,ezrabbit,,4,361,"13
-",,"2
-",,"1
21 min",,"1
114 min","3
39 min","13
-",,,,"2
127 min",
4,Null,,4,609,"4
103 min",,,,"1
112 min",,"1
161 min","1
173 min","4
-",,,,,
5,Land Jellyfish,,4,685,"6
295 min",,"1
-",,"1
26 min",,"5
-","1
65 min","9
-",,,,"3
159 min",
6,Blazin,,3,107,,,"2
-",,"1
14 min",,"2
50 min","1
23 min","4
-",,,,,
7,Team Massive,,3,216,,,"4
-",,"1
34 min",,,"1
57 min","7
-",,,,"3
85 min",
8,jbailey#1107,,3,307,,,"1
-",,"1
13 min",,"2
205 min","1
69 min",,,,,,
9,Error 418,,3,486,"7
-","1
-","2
-","1
-","1
8 min","1
-","7
279 min","3
39 min",,,,"1
-","1
-","1
-"
10,The Sloopy Slackers,,3,547,"6
172 min",,,,"1
56 min",,,"4
159 min",,"25
-",,,,
11,Goob,,2,34,"4
-",,,,"1
20 min",,"7
-","1
14 min","3
-",,"4
-",,,
12,Houston 6,,2,120,"11
-",,"3
-",,"1
7 min",,,"1
113 min","1
-",,,,,
13,The Garbage Collectors,,2,143,"3
-",,"1
-",,"1
37 min",,,"1
106 min","5
-",,"3
-",,,
14,Material Girls,,2,163,,,,,"2
58 min",,,"1
85 min",,,"4
-",,,
15,cantcode,,2,178,"2
-",,,,"2
90 min",,,"1
68 min","2
-",,,,,
16,YYDS,,2,256,,,,,"2
61 min",,"6
-","3
135 min",,,,,,
17,Amanda and the Jasons,,2,258,,,,,"1
52 min",,"4
-","5
126 min",,,,,,
18,nw,,1,11,,,,,"1
11 min",,,,,,,,,
19,unanimousff15,,1,38,,,,,"1
38 min",,,"5
-",,,,,,
1,PU_Old_Person,,12,1393,"4
93 min",,"1
7 min","1
159 min","1
10 min","1
125 min","1
68 min","1
20 min","3
178 min","1
30 min","2
37 min","10
274 min","3
52 min",
2,Devin Qu,,10,898,"5
63 min",,"2
87 min",,"1
3 min","2
231 min","1
38 min","1
4 min","1
104 min","1
121 min","2
75 min",,"1
32 min",
3,PU_Richard_Li,,9,716,"1
19 min",,"1
101 min",,"1
23 min",,"1
86 min","1
27 min","3
130 min","1
143 min","1
38 min",,"2
89 min",
4,Owen Purdue,,6,483,"4
154 min",,"2
-",,"1
23 min",,"1
51 min","1
26 min","4
-",,"2
62 min",,"1
87 min",
5,Segyul Park,,6,581,"2
29 min",,"3
-",,"1
18 min",,"1
69 min","1
22 min",,,"3
222 min",,"3
121 min",
6,CodeShiba,,4,206,,,,,"1
11 min",,"1
110 min","1
16 min",,,,,"1
69 min",
7,Purdue,,4,286,"3
-",,,,"1
9 min",,"3
51 min","1
6 min",,,,,"2
160 min",
8,NH,,3,135,,,,,"1
11 min",,"1
110 min","1
14 min",,,,,"5
-",
9,CSElites,,3,207,,,,,"1
12 min",,"3
110 min","1
45 min","4
-",,,,,
10,Yuzhe Liu,,3,238,,,,,"3
35 min",,"3
93 min","1
30 min",,,,"2
-",,
11,Joshua,,2,308,"7
-",,,,"3
41 min",,,"7
107 min",,,,,,
1,Solenya,,9,1362,"4
106 min",,"4
277 min",,"1
39 min","2
-","4
114 min","1
31 min","4
203 min","4
197 min","1
70 min",,"1
25 min",
1,Rice Owls,,11,1229,"2
39 min",,"3
67 min","6
275 min","1
27 min",,"2
22 min","1
23 min","3
107 min","1
114 min","1
50 min","3
233 min","1
12 min",
2,Amswer,,9,603,"1
84 min",,"2
57 min",,"1
5 min",,"1
56 min","1
8 min","1
30 min","2
195 min","1
28 min",,"1
100 min",
3,VariableNotDefined,,8,1027,"3
248 min",,"1
191 min",,"1
18 min",,"2
89 min","1
19 min","1
128 min",,"2
183 min","1
-","1
71 min",
4,I Can't Think of Any,,8,1343,"2
51 min",,"5
234 min",,"1
59 min",,"1
154 min","1
78 min","1
182 min","1
-","5
281 min",,"1
124 min",
5,FireBall Cinnamon,,5,601,"6
123 min",,"1
92 min",,"1
61 min",,"1
158 min","2
47 min",,,,,,
6,Satan's Pilgrims?!,,5,929,"2
-",,"1
186 min",,"2
104 min",,"1
297 min","1
63 min",,,,,"1
259 min",
7,NullPointerException,,4,497,"6
-",,"1
-",,"1
18 min","1
-","1
192 min","4
53 min","9
-",,"1
-",,"2
154 min",
8,No Name Given,,4,588,"5
233 min",,,,"1
21 min",,"2
91 min","1
143 min",,,,,,
9,23M,,4,623,"1
-",,,,"2
68 min",,"1
148 min","2
126 min","4
-",,,,"2
221 min",
10,Recipe Writers,,3,1169,,,"8
-",,"7
204 min",,"4
266 min","16
219 min","8
-",,,,,
11,IWantToPassTheTests,,2,143,"1
-",,"3
-",,"1
30 min",,"1
-","1
113 min",,,"5
-",,,
1,team team team,,12,927,"4
36 min","3
201 min","2
41 min",,"1
6 min","3
166 min","1
29 min","1
9 min","1
56 min","1
53 min","1
20 min","4
81 min","1
9 min","5
-"
2,3 Hour Energy,,10,678,"2
50 min",,"1
65 min",,"1
15 min","4
-","1
44 min","1
18 min","1
87 min","1
91 min","1
33 min","4
182 min","1
13 min",
3,agmognus,,10,1129,"3
61 min",,"1
130 min",,"1
10 min","1
199 min","1
87 min","1
15 min","4
242 min","1
110 min","1
71 min","18
-","3
64 min",
4,IDK,,6,730,"5
161 min",,"2
-",,"1
14 min",,"2
58 min","1
6 min","2
-","2
-","4
196 min",,"1
135 min",
1,Lavender,,11,1563,"3
187 min","1
56 min","2
173 min",,"1
17 min","1
-","2
92 min","1
19 min","1
111 min","2
242 min","2
72 min","1
233 min","6
141 min",
2,SFU_Azure,,10,1020,"2
108 min",,"1
126 min",,"1
35 min",,"1
30 min","1
37 min","1
74 min","2
191 min","2
26 min","3
232 min","1
61 min",
3,Welcome Back,,6,924,"4
-",,"2
275 min",,"1
78 min",,"1
101 min","1
63 min",,,"2
140 min",,"2
207 min",
4,the noble attempt,,2,35,"1
-",,,,"1
9 min",,,"1
26 min",,,,,,
1,Red,,3,226,,,,,"2
57 min",,"1
101 min","1
48 min","2
-",,"2
-",,,
2,Blue,,3,370,,,,,"2
24 min",,"1
-","1
34 min","4
-",,,,"1
292 min",
1,Redhawk1,,7,987,"5
151 min",,"1
-",,"1
4 min",,"2
235 min","1
10 min","2
31 min","5
283 min",,,"1
73 min",
2,Redhawk2,,4,417,,,,,"1
21 min",,"1
184 min","4
35 min",,,,,"2
97 min",
1,SBU Team 1,,10,949,"3
109 min",,"1
65 min",,"1
7 min","1
-","1
64 min","1
15 min","6
199 min","1
85 min","1
89 min","2
125 min","1
31 min",
2,SBU Team 3,,9,907,"9
118 min",,"3
29 min",,"1
16 min","1
107 min","1
45 min","1
24 min","2
-","1
153 min","3
105 min","15
-","2
50 min",
3,SBU Team 2,,9,1127,"3
39 min","1
-","1
35 min",,"1
43 min",,"1
69 min","1
48 min","5
95 min","3
175 min","8
249 min","5
-","1
74 min",
4,SBU Team 5,,6,743,,,"5
-",,"1
18 min",,"1
47 min","1
11 min","4
-","1
270 min","2
104 min",,"6
173 min",
5,APerson,,3,75,,,,,"1
14 min",,"1
42 min","1
19 min",,,"3
-",,,
1,One,,13,1723,"4
67 min","1
130 min","2
18 min","6
298 min","1
12 min","4
238 min","1
33 min","1
12 min","5
165 min","1
59 min","4
36 min","4
181 min","1
34 min",
2,Two,,11,1054,"2
69 min","1
265 min","2
14 min",,"1
8 min","3
-","1
24 min","1
9 min","3
214 min","1
95 min","1
34 min","2
183 min","1
39 min",
3,Five,,9,1219,"1
169 min",,"2
173 min",,"1
13 min",,"1
79 min","1
19 min","2
232 min","1
267 min","1
99 min",,"1
128 min",
4,Nine,,8,1613,"13
265 min",,"14
291 min",,"1
21 min",,"1
89 min","1
17 min","1
222 min","4
-","2
124 min","1
-","1
64 min",
5,Seven,,7,917,"3
76 min",,"4
154 min",,"2
10 min",,"2
83 min","1
20 min","4
-",,"5
164 min","6
-","4
130 min",
6,Six,,7,1365,"3
86 min",,"2
-",,"1
74 min",,"1
152 min","1
129 min","1
-","2
293 min","8
201 min",,"1
230 min",
7,Three,,5,484,"14
-",,,,"1
20 min",,"1
75 min","1
35 min","1
-","3
-","4
159 min",,"2
115 min",
8,Four,,4,434,"5
-",,"3
-",,"1
10 min",,"1
194 min","1
26 min",,,,,"1
204 min","4
-"
9,Ten,,3,278,"11
-",,"4
-",,"2
18 min",,,"1
27 min",,,"9
-",,"3
173 min",
1,cout << 1/0 << endl;,,14,1167,"2
65 min","2
192 min","1
40 min","2
178 min","1
4 min","2
106 min","1
30 min","1
8 min","1
45 min","1
62 min","2
10 min","1
48 min","3
33 min","3
166 min"
2,3 problem charleys,,5,595,"4
169 min",,,,"1
7 min",,"1
113 min","1
14 min",,,"9
-",,"1
232 min",
1,/tableflip WA,,10,1337,"3
213 min",,"2
271 min",,"1
4 min","1
148 min","1
51 min","1
33 min","2
263 min","1
160 min","2
59 min","9
-","1
35 min",
2,hoke_t,,9,716,"1
116 min",,"1
56 min",,"1
6 min",,"1
26 min","1
4 min","4
124 min","1
187 min","4
40 min",,"2
17 min",
3,bing chilling,,9,1030,"4
49 min",,"1
85 min",,"1
21 min",,"2
69 min","1
30 min","2
153 min","1
231 min","1
43 min","2
-","4
189 min",
4,any,,9,1141,"5
214 min",,"1
133 min",,"1
4 min",,"1
57 min","1
10 min","1
85 min","1
209 min","7
162 min","6
-","3
27 min",
5,TamoO(n),,8,841,"2
172 min",,"3
254 min",,"1
5 min",,"1
81 min","1
3 min","1
109 min",,"1
93 min",,"1
64 min",
6,\7,,8,886,"2
167 min",,"2
254 min",,"1
11 min",,"1
107 min","1
19 min","1
128 min","1
-","2
73 min",,"1
67 min",
7,Dr. Elms Fan Club,,7,959,"3
97 min",,"1
-",,"1
5 min",,"1
113 min","3
22 min","4
246 min","1
-","2
227 min",,"1
89 min",
8,Monty Pythons,,5,494,"3
-",,"1
121 min",,"1
7 min",,"1
70 min","1
14 min","1
-",,"3
242 min",,"2
-",
1,Alberta Aqua,,11,1274,"1
21 min",,"1
76 min","13
-","1
13 min","5
296 min","1
115 min","1
8 min","1
89 min","1
167 min","8
77 min","3
83 min","2
49 min",
2,Alberta Blue,,7,669,"1
51 min",,"5
214 min","3
-","1
14 min",,"1
55 min","1
21 min","2
131 min",,,"1
-","1
83 min",
3,Alberta Red,,5,767,"5
163 min",,,,"1
18 min",,"2
180 min","1
17 min","2
-",,"3
-",,"2
269 min",
4,Alberta Green,,4,307,"3
-",,,,"1
6 min",,"1
60 min","1
19 min","5
-",,"3
-",,"3
182 min",
5,Alberta Violet,,2,183,"5
-",,,,"1
94 min",,,"2
69 min",,,,,,
6,Alberta Black,,1,27,"3
-",,,,"1
27 min",,,"1
-",,,,,,
1,UCF Iris,,13,1356,"3
56 min","2
202 min","1
48 min","6
295 min","1
2 min","1
152 min","1
22 min","1
17 min","1
75 min","1
99 min","1
27 min","1
183 min","1
18 min","3
-"
2,UCF Lotus,,11,1226,"2
118 min",,"1
72 min","4
-","1
6 min","1
269 min","1
15 min","1
4 min","1
25 min","2
247 min","2
57 min","4
246 min","1
47 min",
3,UCF Nightshade,,11,1357,"1
173 min","1
152 min","1
51 min",,"1
7 min","3
276 min","1
71 min","1
24 min","2
196 min","1
183 min","1
116 min",,"1
48 min",
4,UCF Ghost Orchid,,9,1187,"2
189 min","5
-","4
286 min",,"1
13 min",,"1
46 min","2
24 min","2
210 min","1
170 min","2
76 min",,"1
33 min",
5,UCF Sunflower,,8,495,"2
104 min",,"2
-",,"1
15 min","2
-","1
32 min","1
3 min","1
128 min","2
-","1
62 min","1
81 min","2
30 min",
6,UCF Buttercup,,8,845,"3
145 min",,"4
-",,"1
18 min",,"1
84 min","1
3 min","1
115 min","1
262 min","3
102 min",,"1
36 min",
7,UCF Sakura,,8,864,"2
56 min",,"1
109 min",,"1
6 min",,"2
81 min","1
11 min","1
250 min","1
-","1
174 min",,"1
137 min",
8,UCF Sachin S,,8,1023,"5
202 min",,,,"1
23 min",,"1
40 min","1
26 min","2
167 min","1
232 min","2
138 min",,"2
55 min",
9,UCF Purple Wolves,,7,492,"3
71 min",,"2
-",,"1
2 min",,"1
22 min","1
6 min","2
85 min",,"3
115 min","1
-","3
51 min",
10,UCF Orchid,,7,1229,"2
237 min",,"2
-",,"1
4 min",,"1
66 min","1
11 min","7
279 min",,"2
268 min",,"1
204 min",
11,UCF Moonflower,,6,745,"4
261 min",,,,"1
9 min",,"1
147 min","1
12 min","2
114 min",,"9
-",,"1
122 min",
12,UCF Honeycup,,6,846,"4
180 min",,,,"1
24 min",,"4
80 min","1
35 min","2
280 min",,"5
-",,"1
107 min",
13,UCF Narcissus,,5,505,"4
221 min",,"1
-",,"1
12 min",,"2
48 min","1
7 min","5
-",,,,,
1,UT Moo Moo Meadows,,13,1287,"1
53 min","6
279 min","1
15 min","13
-","1
1 min","1
148 min","1
13 min","1
5 min","1
34 min","2
59 min","1
22 min","4
185 min","1
10 min","3
243 min"
2,UT O(range),,11,786,"1
50 min","1
208 min","1
40 min","5
-","1
2 min","7
-","1
26 min","1
6 min","1
52 min","2
165 min","2
21 min","2
128 min","1
28 min",
3,UT Saffron,,11,816,"1
38 min","6
-","2
69 min",,"1
12 min","6
181 min","1
51 min","1
4 min","2
48 min","1
95 min","3
33 min","1
87 min","1
18 min",
4,UT Chartreuse,,11,942,"2
38 min","1
268 min","2
80 min",,"1
5 min","1
-","1
28 min","1
8 min","1
76 min","2
140 min","1
36 min","2
123 min","2
40 min",
5,UT Ultramarine,,11,1210,"3
122 min",,"2
15 min",,"1
8 min","2
207 min","1
29 min","1
9 min","3
147 min","1
116 min","2
62 min","4
265 min","1
30 min",
6,\backslash,,10,689,"1
39 min","1
-","1
66 min","5
-","1
7 min",,"1
47 min","1
9 min","1
88 min","1
105 min","2
38 min","3
206 min","1
24 min",
7,FALSE,,10,937,"1
31 min","3
-","1
71 min",,"1
6 min",,"1
59 min","1
9 min","1
128 min","1
166 min","2
108 min","1
216 min","1
123 min",
